mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
5.1,Reykjanes Ridge,1702146876266,1702148068040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhse,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhse&format=geojson,,,,,reviewed,0,400,us,7000lhse,",us7000lhse,",",us,",",origin,phase-data,",196.0,10.239,0.56,39.0,mb,earthquake,M 5.1 - Reykjanes Ridge
1.78,"14 km WNW of Calipatria, CA",1702146656710,1702147298415,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618144&format=geojson,,,,,automatic,0,49,ci,40618144,",ci40618144,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35.0,0.03396,0.2,48.0,ml,earthquake,"M 1.8 - 14 km WNW of Calipatria, CA"
2.4,"14 km WNW of Calipatria, CA",1702146526140,1702234923987,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37602844,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37602844&format=geojson,,,,,reviewed,0,89,ci,37602844,",ci37602844,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.03168,0.26,55.0,ml,earthquake,"M 2.4 - 14 km WNW of Calipatria, CA"
2.66,"14 km WNW of Calipatria, CA",1702146486030,1702234350505,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618128,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618128&format=geojson,,,,,reviewed,0,109,ci,40618128,",ci40618128,us7000lhs9,",",ci,us,",",nearby-cities,origin,phase-data,scitech-link,",58.0,0.03814,0.25,39.0,ml,earthquake,"M 2.7 - 14 km WNW of Calipatria, CA"
2.24,"14 km WNW of Calipatria, CA",1702146259160,1702241762680,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618120,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618120&format=geojson,,,,,reviewed,0,77,ci,40618120,",ci40618120,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.03544,0.22,53.0,ml,earthquake,"M 2.2 - 14 km WNW of Calipatria, CA"
2.09,"14 km WNW of Calipatria, CA",1702146212440,1702242692924,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618112,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618112&format=geojson,,,,,reviewed,0,67,ci,40618112,",ci40618112,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",40.0,0.03914,0.19,51.0,ml,earthquake,"M 2.1 - 14 km WNW of Calipatria, CA"
2.15,"14 km WNW of Calipatria, CA",1702146089590,1702229606288,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618104,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618104&format=geojson,,,,,reviewed,0,71,ci,40618104,",ci40618104,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.03462,0.22,151.0,ml,earthquake,"M 2.2 - 14 km WNW of Calipatria, CA"
2.42,"14 km WNW of Calipatria, CA",1702146036950,1702239607492,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618096&format=geojson,,,,,reviewed,0,90,ci,40618096,",ci40618096,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",55.0,0.03592,0.22,39.0,ml,earthquake,"M 2.4 - 14 km WNW of Calipatria, CA"
1.79,"15 km NNW of Westmorland, CA",1702145856860,1702146283644,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618088,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618088&format=geojson,,,,,automatic,0,49,ci,40618088,",ci40618088,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.04013,0.29,215.0,ml,earthquake,"M 1.8 - 15 km NNW of Westmorland, CA"
0.72,"8 km NW of The Geysers, CA",1702145704630,1702148111134,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973801,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973801&format=geojson,,,,,automatic,0,8,nc,73973801,",nc73973801,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.006469,0.02,79.0,md,earthquake,"M 0.7 - 8 km NW of The Geysers, CA"
1.46,"14 km WNW of Calipatria, CA",1702145653770,1702146065442,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618080,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618080&format=geojson,,,,,automatic,0,33,ci,40618080,",ci40618080,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.03527,0.21,49.0,ml,earthquake,"M 1.5 - 14 km WNW of Calipatria, CA"
-0.24,"8 km WNW of Cobb, CA",1702145176020,1702153301889,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973796&format=geojson,,,,,reviewed,0,0,nc,73973796,",nc73973796,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01243,0.03,59.0,md,earthquake,"M -0.2 - 8 km WNW of Cobb, CA"
2.7,"12 km SSW of Forsan, Texas",1702144445721,1702145159040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhs6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhs6&format=geojson,,,,,reviewed,0,112,us,7000lhs6,",us7000lhs6,",",us,",",origin,phase-data,",35.0,0.248,0.28,36.0,mb_lg,earthquake,"M 2.7 - 12 km SSW of Forsan, Texas"
1.7,"45 km N of Yakutat, Alaska",1702144364027,1702144503307,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frjrnaq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frjrnaq&format=geojson,,,,,automatic,0,44,ak,023frjrnaq,",ak023frjrnaq,",",ak,",",origin,phase-data,",,,1.26,,ml,earthquake,"M 1.7 - 45 km N of Yakutat, Alaska"
4.9,Reykjanes Ridge,1702142707772,1702144623040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhs1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhs1&format=geojson,,,,,reviewed,0,369,us,7000lhs1,",us7000lhs1,",",us,",",origin,phase-data,",124.0,7.285,0.77,54.0,mb,earthquake,M 4.9 - Reykjanes Ridge
0.8,"5 km NE of Indian Hills, Nevada",1702142521076,1702181080207,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869943&format=geojson,,,,,reviewed,0,10,nn,00869943,",nn00869943,",",nn,",",origin,phase-data,",10.0,0.043,0.1348,97.21,ml,earthquake,"M 0.8 - 5 km NE of Indian Hills, Nevada"
0.5,"5 km SSE of Carson City, Nevada",1702142358793,1702165870094,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869940,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869940&format=geojson,,,,,reviewed,0,4,nn,00869940,",nn00869940,",",nn,",",origin,phase-data,",10.0,0.04,0.1814,94.02,ml,earthquake,"M 0.5 - 5 km SSE of Carson City, Nevada"
1.4,"49 km N of Chase, Alaska",1702141975807,1702142061043,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frjj3kc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frjj3kc&format=geojson,,,,,automatic,0,30,ak,023frjj3kc,",ak023frjj3kc,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.4 - 49 km N of Chase, Alaska"
0.73,"2 km NNE of The Geysers, CA",1702141949100,1702143612685,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973786&format=geojson,,,,,automatic,0,8,nc,73973786,",nc73973786,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01202,0.02,172.0,md,earthquake,"M 0.7 - 2 km NNE of The Geysers, CA"
5.0,Reykjanes Ridge,1702141690976,1702142866040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhry,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhry&format=geojson,,,,,reviewed,0,385,us,7000lhry,",us7000lhry,",",us,",",origin,phase-data,",84.0,7.36,0.69,54.0,mb,earthquake,M 5.0 - Reykjanes Ridge
2.46,"2 km WNW of Palmarejo, Puerto Rico",1702141413400,1702144038860,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71433598,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71433598&format=geojson,,,,,reviewed,0,93,pr,71433598,",pr71433598,",",pr,",",origin,phase-data,",7.0,0.09766,0.22,220.0,md,earthquake,"M 2.5 - 2 km WNW of Palmarejo, Puerto Rico"
1.31,"3 km SE of San Jacinto, CA",1702141409500,1702141900079,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618056&format=geojson,,,,,automatic,0,26,ci,40618056,",ci40618056,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.04764,0.16,41.0,ml,earthquake,"M 1.3 - 3 km SE of San Jacinto, CA"
1.33,"3 km SE of San Jacinto, CA",1702141393400,1702142022650,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618048,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618048&format=geojson,,,,,automatic,0,27,ci,40618048,",ci40618048,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",53.0,0.04857,0.16,41.0,ml,earthquake,"M 1.3 - 3 km SE of San Jacinto, CA"
2.77999997,"16 km SE of Waimea, Hawaii",1702140857790,1702160583913,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73679892,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73679892&format=geojson,5.0,3.8,,,automatic,0,121,hv,73679892,",hv73679892,",",hv,",",dyfi,origin,phase-data,",35.0,,0.180000007,259.0,md,earthquake,"M 2.8 - 16 km SE of Waimea, Hawaii"
1.01,"5 km S of San Juan Bautista, CA",1702140758150,1702153392628,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973781&format=geojson,,,,,reviewed,0,16,nc,73973781,",nc73973781,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.02593,0.13,56.0,md,earthquake,"M 1.0 - 5 km S of San Juan Bautista, CA"
0.76,"7 km SSE of Idyllwild, CA",1702140755960,1702141127724,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618040&format=geojson,,,,,automatic,0,9,ci,40618040,",ci40618040,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.01909,0.13,56.0,ml,earthquake,"M 0.8 - 7 km SSE of Idyllwild, CA"
0.6,"50 km ESE of Beatty, Nevada",1702140358499,1702159367948,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869937&format=geojson,,,,,reviewed,0,6,nn,00869937,",nn00869937,",",nn,",",origin,phase-data,",26.0,0.052,0.0796,88.62,ml,earthquake,"M 0.6 - 50 km ESE of Beatty, Nevada"
2.0,"37 km NNW of Toyah, Texas",1702139757204,1702141922137,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023yccx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023yccx&format=geojson,,,,,automatic,0,62,tx,2023yccx,",tx2023yccx,",",tx,",",origin,phase-data,",16.0,0.0,0.3,42.0,ml,earthquake,"M 2.0 - 37 km NNW of Toyah, Texas"
1.43,"9 km E of Aguanga, CA",1702138981110,1702219858470,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618032&format=geojson,,,,,reviewed,0,31,ci,40618032,",ci40618032,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",62.0,0.0706,0.18,28.0,ml,earthquake,"M 1.4 - 9 km E of Aguanga, CA"
1.4,"6 km ENE of Hollister, CA",1702138634650,1702259892720,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973771&format=geojson,,,,,reviewed,0,30,nc,73973771,",nc73973771,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32.0,0.04058,0.08,87.0,md,earthquake,"M 1.4 - 6 km ENE of Hollister, CA"
0.41,"7 km W of Cobb, CA",1702138218860,1702167131128,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973766&format=geojson,,,,,reviewed,0,3,nc,73973766,",nc73973766,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01042,0.02,47.0,md,earthquake,"M 0.4 - 7 km W of Cobb, CA"
1.6,"17 km WNW of Fishhook, Alaska",1702138028591,1702138150284,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023friwhqj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023friwhqj&format=geojson,,,,,automatic,0,39,ak,023friwhqj,",ak023friwhqj,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.6 - 17 km WNW of Fishhook, Alaska"
2.8,"61 km E of Port Alsworth, Alaska",1702137376470,1702140820040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frilkvn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frilkvn&format=geojson,,,,,automatic,0,121,ak,023frilkvn,",us7000lhrm,ak023frilkvn,",",us,ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 2.8 - 61 km E of Port Alsworth, Alaska"
1.4,"4 km WSW of Patton Village, California",1702136985764,1702165493850,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869939,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869939&format=geojson,,,,,reviewed,0,30,nn,00869939,",nn00869939,",",nn,",",origin,phase-data,",8.0,0.286,0.2125,241.37,ml,earthquake,"M 1.4 - 4 km WSW of Patton Village, California"
1.5,"17 km WNW of Fishhook, Alaska",1702136569182,1702136695517,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023friinbq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023friinbq&format=geojson,,,,,automatic,0,35,ak,023friinbq,",ak023friinbq,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.5 - 17 km WNW of Fishhook, Alaska"
0.78,"7 km NW of The Geysers, CA",1702136323540,1702139891357,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973756&format=geojson,,,,,automatic,0,9,nc,73973756,",nc73973756,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.007064,0.01,37.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA"
1.6,"58 km WNW of Tatitlek, Alaska",1702136311170,1702136463992,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frihr2l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frihr2l&format=geojson,,,,,automatic,0,39,ak,023frihr2l,",ak023frihr2l,",",ak,",",origin,phase-data,",,,1.02,,ml,earthquake,"M 1.6 - 58 km WNW of Tatitlek, Alaska"
1.6,"56 km S of Whites City, New Mexico",1702135675279,1702137755784,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ycar,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023ycar&format=geojson,,,,,automatic,0,39,tx,2023ycar,",tx2023ycar,",",tx,",",origin,phase-data,",16.0,0.0,0.3,61.0,ml,earthquake,"M 1.6 - 56 km S of Whites City, New Mexico"
2.29,"14 km NE of Pāhala, Hawaii",1702135008750,1702135338430,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73679832,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73679832&format=geojson,,,,,automatic,0,81,hv,73679832,",hv73679832,",",hv,",",origin,phase-data,",32.0,,0.170000002,158.0,ml,earthquake,"M 2.3 - 14 km NE of Pāhala, Hawaii"
4.7,Reykjanes Ridge,1702134856669,1702136310040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhrk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhrk&format=geojson,,,,,reviewed,0,340,us,7000lhrk,",us7000lhrk,",",us,",",origin,phase-data,",37.0,16.143,0.82,126.0,mb,earthquake,M 4.7 - Reykjanes Ridge
4.9,"27 km SSE of Pondaguitan, Philippines",1702134424489,1702145453714,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lhrh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lhrh&format=geojson,2.0,2.0,,,reviewed,0,370,us,7000lhrh,",us7000lhrh,",",us,",",dyfi,origin,phase-data,",30.0,1.163,0.62,162.0,mb,earthquake,"M 4.9 - 27 km SSE of Pondaguitan, Philippines"
0.72,"5 km SSW of Willow Creek, Montana",1702134160960,1702139294650,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90035773,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90035773&format=geojson,,,,,reviewed,0,8,mb,90035773,",mb90035773,",",mb,",",origin,phase-data,",8.0,0.1478,0.02,127.0,ml,earthquake,"M 0.7 - 5 km SSW of Willow Creek, Montana"
1.3,"29 km N of Beatty, Nevada",1702133980025,1702157670542,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869930,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869930&format=geojson,,,,,reviewed,0,26,nn,00869930,",nn00869930,",",nn,",",origin,phase-data,",21.0,0.036,0.1659,193.99,ml,earthquake,"M 1.3 - 29 km N of Beatty, Nevada"
1.7,"37 km W of Nikiski, Alaska",1702133690443,1702133767869,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frhzses,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frhzses&format=geojson,,,,,automatic,0,44,ak,023frhzses,",ak023frhzses,",",ak,",",origin,phase-data,",,,0.25,,ml,earthquake,"M 1.7 - 37 km W of Nikiski, Alaska"
0.99,"3 km SE of San Jacinto, CA",1702133585820,1702133978450,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618008&format=geojson,,,,,automatic,0,15,ci,40618008,",ci40618008,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",40.0,0.04967,0.15,41.0,ml,earthquake,"M 1.0 - 3 km SE of San Jacinto, CA"
0.72,"7 km WNW of Cobb, CA",1702133523690,1702138210142,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973751&format=geojson,,,,,automatic,0,8,nc,73973751,",nc73973751,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01056,0.03,62.0,md,earthquake,"M 0.7 - 7 km WNW of Cobb, CA"
2.9,"47 km NNE of Petersville, Alaska",1702133497034,1702136905040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frhz46j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frhz46j&format=geojson,,,,,automatic,0,129,ak,023frhz46j,",us7000lhrc,ak023frhz46j,",",us,ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 2.9 - 47 km NNE of Petersville, Alaska"
5.7,"74 km NE of Cruz Bay, U.S. Virgin Islands",1702132042410,1702257550082,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023343002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2023343002&format=geojson,170.0,5.3,,,reviewed,0,590,pr,2023343002,",pt23343050,us7000lhr5,pr2023343002,",",pt,us,pr,",",dyfi,origin,phase-data,",26.0,0.5198,0.21,222.0,ml,earthquake,"M 5.7 - 74 km NE of Cruz Bay, U.S. Virgin Islands"
1.6,"33 km NNE of Whittier, Alaska",1702131891195,1702132028566,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frhtczj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frhtczj&format=geojson,,,,,automatic,0,39,ak,023frhtczj,",ak023frhtczj,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 1.6 - 33 km NNE of Whittier, Alaska"
2.2,"55 km S of Whites City, New Mexico",1702131800136,1702133656398,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ybyn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023ybyn&format=geojson,,,,,automatic,0,74,tx,2023ybyn,",tx2023ybyn,",",tx,",",origin,phase-data,",17.0,0.0,0.5,70.0,ml,earthquake,"M 2.2 - 55 km S of Whites City, New Mexico"
2.1,"81 km E of Cantwell, Alaska",1702131323919,1702131431548,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frhrdfr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frhrdfr&format=geojson,,,,,automatic,0,68,ak,023frhrdfr,",ak023frhrdfr,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 2.1 - 81 km E of Cantwell, Alaska"
1.08,"7 km NW of The Geysers, CA",1702130787520,1702136589963,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73973746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73973746&format=geojson,,,,,automatic,0,18,nc,73973746,",nc73973746,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.005802,0.02,44.0,md,earthquake,"M 1.1 - 7 km NW of The Geysers, CA"
0.96,"6 km ENE of Government Camp, Oregon",1702130294060,1702268942350,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61975751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61975751&format=geojson,,,,,reviewed,0,14,uw,61975751,",uw61975751,",",uw,",",origin,phase-data,",10.0,0.01499,0.06,164.0,ml,earthquake,"M 1.0 - 6 km ENE of Government Camp, Oregon"
1.6,"41 km WNW of Valdez, Alaska",1702130246659,1702130414709,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023frhey33,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023frhey33&format=geojson,,,,,automatic,0,39,ak,023frhey33,",ak023frhey33,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.6 - 41 km WNW of Valdez, Alaska"
1.5,"54 km S of Whites City, New Mexico",1702129860190,1702131559129,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ybxm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023ybxm&format=geojson,,,,,automatic,0,35,tx,2023ybxm,",tx2023ybxm,",",tx,",",origin,phase-data,",18.0,0.0,0.6,53.0,ml,earthquake,"M 1.5 - 54 km S of Whites City, New Mexico"
2.46000004,"5 km S of Pāhala, Hawaii",1702129285620,1702129615430,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73679747,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73679747&format=geojson,,,,,automatic,0,93,hv,73679747,",hv73679747,",",hv,",",origin,phase-data,",47.0,,0.140000001,161.0,md,earthquake,"M 2.5 - 5 km S of Pāhala, Hawaii"
